TransactionAmount_log,TransactionType,Channel,LoginAttempts,AccountBalance,AmountBalanceRatio,Cluster
3.7213466442514376,Debit,Branch,1.0,2686.52,0.0013851922354012076,0
4.855539723555893,Debit,Online,1.0,1772.06,0.0027400537925088048,0
4.04602928527588,Debit,Branch,1.0,1351.69,0.002993311547228201,0
3.377928754722801,Credit,Online,1.0,8334.47,0.000405296168169349,0
4.0963425648847736,Debit,ATM,1.0,9823.64,0.0004169882614676796,0
5.985069140019122,Debit,ATM,3.0,9690.15,0.0006176446329539281,0
6.778568719599104,Debit,Online,1.0,399.0,0.01698889403404039,1
5.54619255408143,Credit,Branch,1.0,14815.87,0.00037434133493889025,0
4.834375328680896,Debit,Branch,1.0,5764.72,0.0008386140746957454,0
4.371092069621102,Debit,Branch,1.0,900.6099999999997,0.0048534793857677,0
6.477403039366023,Debit,ATM,1.0,4875.86,0.0013284637047340764,0
6.6799885572656725,Debit,ATM,2.0,7914.88,0.0008439785009077623,0
5.818984404344884,Debit,Online,1.0,1019.3899999999999,0.005708300458449834,0
5.797485302756558,Debit,ATM,1.0,4323.66,0.0013408744681023062,0
3.555919326857706,Debit,Online,1.0,14214.48,0.0002501617594774805,0
5.490671759042366,Credit,Online,1.0,13357.02,0.0004110701158673083,0
4.0310497118497866,Debit,ATM,1.0,241.78999999999996,0.016671697389607155,1
5.72132765387195,Debit,Branch,1.0,868.6099999999997,0.006586762360398065,0
6.078261317737981,Debit,Branch,1.0,4673.28,0.0013006413734543364,0
5.108910770030852,Debit,Branch,1.0,1509.27,0.0033850210830583443,0
6.236839147263514,Debit,Online,1.0,781.6999999999998,0.007978558458814808,0
6.4423809181200635,Debit,Online,1.0,265.5100000000002,0.024264174298880645,1
3.1359289040472746,Credit,Online,1.0,1335.0900000000001,0.0023488520654374808,0
6.055237150005048,Credit,Online,1.0,3907.54,0.001549628960932837,0
6.053405948648165,Debit,Online,1.0,5183.85,0.0011677432697024402,0
4.459334837764547,Debit,Branch,1.0,14904.9,0.0002991858273295525,0
5.1387352967235715,Debit,Branch,1.0,918.8800000000001,0.00559238997118011,0
4.659942421835071,Debit,ATM,1.0,4477.78,0.001040681413967196,0
5.7618941377134165,Debit,Branch,1.0,1324.0299999999997,0.004351785184405992,0
4.119687369893896,Credit,Branch,1.0,3534.93,0.001165422616541977,0
5.682082047676862,Credit,Branch,1.0,4638.37,0.0012250169882255268,0
5.959767460364727,Debit,Branch,1.0,5630.61,0.0010584585791528216,0
4.728007095947154,Debit,Branch,1.0,930.3000000000002,0.005082239165798207,0
6.344793900795618,Debit,ATM,1.0,5499.91,0.001153617768435204,0
5.5796920894251505,Debit,Branch,2.0,4175.02,0.0013364467929312465,0
5.859760056110554,Debit,Online,1.0,6651.62,0.0008809523177977204,0
6.400921676485684,Credit,Branch,1.0,8458.29,0.0007567630899963144,0
1.9125010869241836,Debit,Online,1.0,13988.12,0.00013672323992960055,0
5.3099000277911035,Credit,Branch,1.0,2585.07,0.002054064310749438,0
5.70184727002169,Debit,Branch,1.0,3014.75,0.0018913167824926773,0
6.257782523805988,Debit,Branch,1.0,1951.42,0.003206784046388159,0
4.7730546949842765,Credit,Online,1.0,3665.77,0.0013020606025427057,0
5.247655451745809,Credit,Branch,1.0,977.0100000000002,0.005371137912345255,0
4.901935877172915,Debit,ATM,1.0,3846.28,0.0012744615257265827,0
4.971270570573979,Debit,Online,1.0,6374.82,0.0007798291670311004,0
3.249211024664274,Debit,ATM,1.0,5866.01,0.0005539047878649578,0
5.459245030654318,Credit,Online,1.0,6537.62,0.000835050833583702,0
7.10127226575899,Debit,Branch,1.0,605.9499999999998,0.011719237999417889,1
5.4515533424468945,Debit,ATM,1.0,6689.87,0.000814896753217339,0
5.0976077814408045,Debit,Online,1.0,634.1700000000001,0.008038235459628753,0
4.527532916260939,Debit,Branch,1.0,14676.05,0.0003084980574650964,0
4.798184372320789,Debit,Branch,1.0,1362.3900000000003,0.003521887544915382,0
5.166213525914699,Debit,Online,1.0,10528.34,0.0004906959241356384,0
5.218787027591229,Debit,ATM,1.0,552.5200000000004,0.009445426459823688,0
5.847565307911304,Credit,Online,1.0,6451.96,0.0009063238625023088,0
6.828224940025329,Debit,ATM,1.0,4715.84,0.001447933971471441,0
5.564175520269783,Debit,Online,1.0,7176.86,0.0007752938639278193,0
5.047995302853334,Debit,Online,1.0,1523.7200000000003,0.0033129415528115537,0
7.201312558554734,Credit,Online,1.0,8654.28,0.0008321099569870518,0
3.241028629509334,Debit,Branch,1.0,9869.93,0.00032837402387950144,0
6.344003449406741,Debit,ATM,1.0,10556.81,0.0006009394361939013,0
2.3617969526258924,Credit,Online,1.0,12883.91,0.00018331367982434748,0
5.976249381301502,Debit,Online,1.0,791.6499999999996,0.0075491055154347925,0
6.576372071259257,Credit,Online,1.0,4064.02,0.0016181938256351197,0
5.415433513216716,Debit,ATM,4.0,2929.91,0.0018483275981906846,0
5.4452707795042,Debit,Branch,1.0,618.0500000000002,0.008810404950239284,0
6.093840613724849,Debit,Online,1.0,1375.8000000000002,0.00442930703134207,0
6.469513847959858,Debit,ATM,1.0,1143.52,0.005657543241879635,0
6.233783077808233,Credit,Branch,1.0,7708.41,0.0008086989506016708,0
6.756502064112833,Credit,Branch,1.0,1872.96,0.0036073926106853457,0
3.2718477096343066,Debit,ATM,1.0,201.03999999999996,0.016274610573109985,1
5.001392712729324,Debit,Branch,1.0,2115.8,0.0023638305665596745,0
4.753762590037918,Debit,Branch,1.0,7643.66,0.0006219222976999628,0
5.951605630346094,Debit,Branch,1.0,8901.93,0.000668574750682765,0
4.6005595734304086,Credit,Online,1.0,9383.43,0.000490285489786775,0
4.43366986782572,Credit,Branch,1.0,1181.31,0.00375318067892591,0
5.284015581837177,Debit,Branch,1.0,9418.86,0.0005610037288840278,0
4.874739203012945,Debit,ATM,1.0,7954.92,0.0006127955030361502,0
5.729775054930455,Debit,Online,1.0,9418.08,0.0006083803763537628,0
4.7534177624482945,Debit,Online,1.0,6144.68,0.0007735826377366305,0
6.63014234220714,Debit,Branch,1.0,420.64999999999964,0.015761660150223174,1
6.22408306878471,Debit,Online,1.0,447.8199999999997,0.013898626833930623,1
4.970021611210958,Debit,ATM,1.0,7981.45,0.0006226965790940664,0
6.952938947557457,Debit,ATM,1.0,1829.9,0.0037996278198555423,0
5.507524252123373,Debit,ATM,1.0,985.0599999999995,0.0055910546079607154,0
5.542713473895698,Credit,Online,1.0,8849.26,0.0006263476803591568,0
5.3695211255543684,Credit,ATM,1.0,3528.72,0.0015216625647693346,0
5.79563212828608,Debit,Online,1.0,480.15999999999985,0.012070210197171796,1
1.252762968495368,Debit,Online,1.0,12145.27,0.00010314821889470267,0
5.707376010166331,Credit,Online,1.0,13546.75,0.00042130961375724156,0
4.06009812349351,Credit,ATM,2.0,5688.37,0.000713754225462267,0
6.0128590439621385,Debit,Online,1.0,8346.64,0.0007203927621128284,0
4.760719886729057,Debit,Branch,1.0,6481.04,0.0007345611023428836,0
3.9994842811981406,Debit,ATM,1.0,1651.33,0.00242197760665386,0
4.16418152181088,Credit,Online,1.0,11174.94,0.00037263569395544916,0
5.7647834962136,Debit,Online,1.0,145.5,0.03962050512834351,1
5.807090886187897,Debit,Online,1.0,4172.57,0.0013917300096071496,0
1.7984040119467237,Debit,ATM,1.0,5558.36,0.00032354939441605083,0
5.373146507168686,Credit,Online,1.0,11151.53,0.00048183043108597674,0
6.396612938400003,Debit,Branch,1.0,1415.52,0.004518913853845573,0
6.73611250053033,Debit,Online,1.0,1103.6400000000008,0.006103541463270837,0
3.667400422436812,Debit,Online,1.0,303.6800000000003,0.012076529315149945,0
6.944723457082125,Debit,Branch,1.0,5541.57,0.0012532050406438735,0
4.834057211929367,Debit,Branch,1.0,6309.8,0.00076611892800542,0
5.7152168522818645,Credit,Branch,1.0,5133.61,0.0011132939300571628,0
5.342525621212357,Debit,Online,1.0,9344.98,0.0005717000594128384,0
1.9125010869241836,Credit,Branch,1.0,1117.9700000000003,0.0017106908834069545,0
5.94628411002744,Debit,ATM,1.0,11835.35,0.0005024172593144213,0
2.8425810940598164,Debit,ATM,1.0,14401.17,0.0001973854272992832,0
6.188428380638807,Debit,Online,1.0,1748.69,0.0035388939037995686,0
5.82123953126126,Debit,Branch,1.0,1000.46,0.005818562992278993,0
6.906184045240652,Debit,Online,1.0,6810.05,0.0010141164962429992,0
5.462008109204515,Debit,Online,1.0,263.97999999999956,0.020690992155405045,1
1.9459101490553135,Debit,Online,1.0,5442.76,0.0003575226813335433,0
6.957421249996957,Debit,ATM,1.0,2037.85,0.003414098805110064,0
5.429959475599752,Debit,ATM,1.0,341.9399999999996,0.015879860430437716,1
5.458478518671978,Credit,Online,1.0,1066.5900000000001,0.005117691445322814,0
4.736373871603436,Credit,Branch,1.0,6077.96,0.0007792703261625044,0
3.846951008684431,Debit,ATM,1.0,1659.15,0.0023186276157563285,0
6.881811634177191,Debit,Branch,1.0,2042.2200000000003,0.003369769972957772,0
6.246009861561723,Debit,Online,5.0,421.9300000000003,0.014803426780619819,0
6.031886461606898,Debit,ATM,1.0,10113.66,0.0005964098517852391,0
5.586349377764106,Debit,Online,1.0,4446.17,0.0012564407968572613,0
4.254193263163997,Debit,Online,1.0,6452.77,0.0006592817136149803,0
5.810931390173244,Credit,Branch,1.0,2788.2,0.002084115698361366,0
5.5943395632748185,Debit,Online,1.0,596.1599999999999,0.009383956594312659,0
6.208650386447944,Debit,Branch,1.0,12904.66,0.00048111692880304204,0
5.932934604917579,Debit,ATM,1.0,9062.4,0.0006546758700693993,0
4.431054865741236,Credit,Online,1.0,9009.56,0.0004918170105688564,0
4.546056921495585,Credit,Online,1.0,1152.1999999999998,0.00394554497612536,0
6.690059362324856,Credit,Branch,1.0,12168.37,0.0005497909220646894,0
3.6044102974874863,Debit,Branch,1.0,611.8599999999997,0.005890906902692766,0
3.3854066957558313,Debit,Online,1.0,8670.53,0.0003904497990036872,0
4.9454209891126535,Credit,Online,1.0,10098.86,0.0004897009156590113,0
5.731948721982551,Debit,Branch,1.0,5307.74,0.0010799226642566272,0
4.121473229610353,Credit,Branch,1.0,1047.2799999999993,0.003935407178220168,0
4.3288895362607525,Debit,Branch,1.0,6921.48,0.0006254283095898749,0
4.778871360488434,Debit,Branch,1.0,1475.46,0.003238902688304119,0
5.450652112851316,Debit,ATM,1.0,112.76000000000022,0.048338525299778085,1
4.845839264168119,Debit,Branch,1.0,5669.66,0.0008546966245184481,0
6.2290631193917765,Credit,Online,2.0,1309.9499999999998,0.004755191510658438,0
5.7214586596691435,Debit,Branch,1.0,4057.1,0.0014102335805545175,0
5.644916721789165,Debit,ATM,1.0,1585.98,0.0035592609754130605,0
6.657856990359107,Debit,Branch,1.0,6825.55,0.0009754315755299034,0
4.788990618905782,Debit,Branch,1.0,5516.5,0.000868121203463231,0
5.182850396739323,Debit,Online,1.0,5343.3,0.0009699718145599824,0
5.5678863835728905,Debit,Branch,1.0,903.0500000000002,0.006165645737851421,0
5.138559328162834,Debit,Online,1.0,1806.1599999999999,0.002845018895424541,0
4.307168381129456,Debit,Branch,1.0,787.7399999999998,0.005467753803442745,0
7.217846871947003,Debit,ATM,1.0,2429.68,0.002970698557811742,0
6.676541752836779,Debit,ATM,1.0,770.3699999999999,0.008666668941973482,0
5.472522742739733,Debit,Online,1.0,1182.7700000000004,0.00462686975720986,0
3.5601934464858913,Credit,Online,1.0,726.5500000000002,0.0049001354985630605,0
6.6083379503119355,Debit,Online,1.0,14464.3,0.0004568722959501308,0
6.119285918545867,Debit,ATM,1.0,12046.3,0.0005079805349813104,0
5.708670508728977,Debit,Branch,1.0,7885.64,0.0007239324276442053,0
4.717873675901176,Credit,Branch,1.0,1952.35,0.0024165101933048684,0
5.311677718249873,Debit,ATM,1.0,7328.52,0.0007247954182084716,0
5.991989409343697,Debit,ATM,1.0,3210.39,0.0018664366040704807,0
6.9497413956491965,Debit,Online,1.0,5726.2,0.0012136742334616295,0
6.4478762228342505,Debit,ATM,1.0,1363.65,0.004728395279455521,0
2.479894107964456,Credit,ATM,1.0,1241.9899999999998,0.001996710205365952,0
5.379436417832829,Debit,ATM,1.0,7873.28,0.000683252268156619,0
7.2609090307938935,Debit,Branch,1.0,5674.32,0.00127960866338039,0
5.426578646492048,Credit,Branch,1.0,9840.04,0.00055147932797951,0
6.100072284828913,Credit,Branch,1.0,10328.23,0.0005906212666476562,0
5.640381084517819,Credit,Online,1.0,293.2399999999998,0.0192346920082478,1
6.193466174668764,Debit,Branch,1.0,7486.63,0.0008272702370316063,0
1.4586150226995174,Credit,Branch,1.0,11385.37,0.00012811309801081475,0
5.300265467766052,Debit,Branch,1.0,7264.79,0.0007295827501917224,0
3.061520014091994,Debit,Branch,1.0,2762.48,0.0011082505625709094,0
4.741796783519916,Debit,Online,1.0,6675.03,0.0007103783478904523,0
6.202758164464956,Debit,Branch,1.0,7432.99,0.000834490314727199,0
5.731430066585013,Debit,ATM,1.0,1057.0000000000005,0.005422355786735658,0
2.4997952622817508,Debit,Online,1.0,5956.89,0.0004196477125280695,0
5.752001046926676,Debit,Branch,1.0,7261.59,0.0007921131662522785,0
3.9512437185814275,Debit,Branch,1.0,4943.16,0.0007993355907113318,0
4.95568620261124,Debit,Branch,1.0,8127.48,0.0006097444967702943,0
5.666565086839385,Debit,ATM,1.0,1748.02,0.003241704950078456,0
6.6865473531356825,Debit,ATM,1.0,9660.22,0.0006921734032076898,0
6.187319118184521,Debit,ATM,1.0,6371.51,0.0009710914866622746,0
6.257954902925557,Debit,ATM,1.0,9442.47,0.0006627455425248789,0
5.7770019569816125,Credit,ATM,1.0,5959.2,0.0009694257546282461,0
5.723356317613305,Debit,ATM,1.0,13531.22,0.0004229741529302518,0
6.0709224684426975,Debit,ATM,1.0,11500.62,0.0005278778421026141,0
6.5441995739511825,Debit,ATM,1.0,1389.37,0.004710192082704011,0
4.769497479409767,Debit,ATM,1.0,6706.56,0.0007111689866949756,0
5.960515528963966,Credit,Online,1.0,7175.29,0.0008307002962895066,0
4.3291531450668135,Debit,ATM,1.0,420.6700000000001,0.010291090748226692,0
5.281984711927139,Debit,Branch,1.0,7323.53,0.0007212348023325388,0
4.9104465668408235,Debit,ATM,1.0,8395.85,0.0005848659238600305,0
6.792613751469205,Credit,Online,1.0,5140.93,0.001321281120627568,0
5.8923897901667415,Debit,ATM,1.0,7945.57,0.0007415943463044187,0
4.887035373118308,Debit,Branch,1.0,5873.54,0.0008320425796227615,0
6.187257456399393,Credit,Online,1.0,3074.45,0.0020124762010757633,0
6.307861619298144,Debit,ATM,1.0,6155.76,0.0010247088286900589,0
6.127523991515078,Debit,Online,1.0,8318.29,0.0007366326482383207,0
6.228984264366699,Debit,ATM,1.0,230.09000000000015,0.02707194690920782,1
6.189474888783194,Debit,Branch,1.0,2513.56,0.0024624337150419054,0
5.104004196901704,Debit,Branch,1.0,10090.05,0.0005058452829174481,0
6.367586663019273,Debit,ATM,1.0,480.1899999999996,0.01326055657761722,1
3.9704805749997147,Debit,ATM,1.0,1120.88,0.003542288715113279,0
6.447686138879932,Debit,ATM,1.0,370.8100000000004,0.01738811288493445,1
6.262902901825497,Debit,ATM,1.0,13498.55,0.0004639685671294349,0
6.560464734925045,Debit,Branch,3.0,14804.7,0.0004431339192908063,0
5.3867860145356445,Credit,Branch,1.0,3057.4,0.001761884612590398,0
4.5269924049240675,Debit,ATM,1.0,14942.78,0.0003029551666372497,0
1.8325814637483102,Debit,ATM,1.0,14143.32,0.00012957222658811166,0
4.007878491071668,Credit,ATM,1.0,6736.3,0.0005949673397964866,0
6.603577904001159,Debit,Branch,1.0,3313.07,0.0019931899730458954,0
5.9132597328065915,Debit,Branch,1.0,829.71,0.007126899438116287,0
3.5281236752345424,Credit,Online,1.0,1540.87,0.002289695870016454,0
4.212127597878484,Credit,Online,1.0,6820.23,0.0006175931893613366,0
5.182232887527235,Debit,Online,1.0,13475.14,0.0003845772947462401,0
6.379342571789095,Debit,Branch,1.0,714.4499999999998,0.00892902592452959,0
5.161924741642482,Debit,ATM,1.0,1306.9099999999999,0.003949717074349827,0
4.373616367313912,Credit,Online,1.0,7255.33,0.0006028142575614493,0
3.729541435832826,Debit,Branch,1.0,1153.8400000000006,0.003232286483246892,0
4.5872098606110985,Credit,Branch,1.0,6647.73,0.0006900415420918733,0
3.5573460641520867,Debit,Branch,1.0,8709.77,0.0004084316881102115,0
6.200630870491333,Debit,Online,1.0,857.8999999999996,0.007227684893908504,0
6.7369788203277015,Credit,Online,1.0,509.4499999999998,0.013224023594689327,1
4.311470041210748,Debit,ATM,1.0,2812.06,0.0015332069874786508,0
6.635329567488305,Debit,Online,1.0,6179.91,0.0010736935598556017,0
5.613420034575809,Credit,Branch,1.0,6609.3,0.0008493214159706716,0
5.920746974893695,Debit,Branch,1.0,3484.32,0.0016992546536747472,0
5.393445711639614,Debit,ATM,1.0,754.21,0.007151119332324501,0
5.431054693986231,Debit,Online,1.0,751.0900000000001,0.007230897354483483,0
5.476421710051968,Credit,Branch,1.0,8510.09,0.0006435210097720852,0
5.234312036572124,Debit,Online,1.0,1508.7200000000003,0.0034693727375315862,0
5.835249237398506,Debit,Online,1.0,511.3699999999999,0.01141101206051801,1
6.076678476322463,Debit,ATM,1.0,12648.32,0.0004804336446517783,0
5.749010747259272,Credit,Branch,1.0,233.21000000000004,0.024651647644760605,1
4.332705079341171,Debit,ATM,1.0,1092.92,0.0039643387250093386,0
3.190476350346503,Debit,ATM,1.0,6711.15,0.00047539935038645037,0
3.8790865051818813,Credit,Online,1.0,459.3699999999999,0.00844436185465624,0
6.241853547312387,Debit,Branch,1.0,6994.34,0.0008924149451287034,0
6.1926691909034375,Debit,Branch,1.0,7071.09,0.0008757729276395241,0
2.626116818339524,Debit,ATM,1.0,9045.19,0.00029033296352417486,0
4.21803603456465,Credit,Online,4.0,5238.71,0.0008051669274618837,0
6.285830482697427,Debit,Online,1.0,9642.12,0.0006519137370927528,0
5.604772124323102,Credit,Online,1.0,6263.96,0.0008947649928036268,0
4.59491780952374,Debit,Branch,1.0,7460.33,0.0006159134796346979,0
5.2836097376757625,Debit,Online,1.0,4233.82,0.0012479533229269343,0
5.53014311824508,Debit,ATM,1.0,8303.9,0.0006659693780325408,0
3.8181517898180757,Debit,Online,1.0,314.27999999999975,0.012148885674576579,0
5.1922343677398795,Debit,Online,1.0,5241.23,0.0009906518828097393,0
7.070961971916409,Credit,ATM,5.0,323.6899999999996,0.02184485764742366,0
5.960180257068216,Debit,Branch,1.0,6863.06,0.0008684435597339011,0
5.124796965707151,Debit,Online,1.0,3877.73,0.0013215971626972041,0
5.847074411148584,Debit,Branch,1.0,4046.58,0.001444942250282248,0
4.328757705794541,Debit,ATM,1.0,2409.73,0.0017963662758038227,0
6.511344060439727,Debit,Branch,1.0,5211.88,0.0012493273176739446,0
5.545333682273802,Debit,ATM,1.0,6217.86,0.0008918395850458049,0
3.845241971737795,Debit,Online,1.0,5978.12,0.000643219268220971,0
5.801181380643333,Credit,Online,1.0,1671.6599999999999,0.0034703117743080905,0
5.894513021031532,Credit,Branch,2.0,8421.88,0.0006999046556149971,0
2.558776498354456,Debit,Branch,1.0,14611.9,0.00017511593279137408,0
3.8799129515099127,Debit,ATM,1.0,8253.52,0.00047009190642410045,0
3.610647605844363,Debit,Branch,1.0,4489.79,0.0008041907540984228,0
5.025129740246708,Credit,Branch,1.0,11903.82,0.0004221442982375646,0
5.495609634271813,Credit,Online,1.0,483.02000000000044,0.011377602654673587,1
3.9064072666425105,Debit,Branch,1.0,816.0799999999999,0.004786794513574311,0
3.794589908536051,Debit,ATM,1.0,578.0599999999995,0.0065643530230936,0
6.944289694960107,Debit,Online,1.0,477.3000000000002,0.014549108935565803,1
6.09760226066926,Debit,ATM,1.0,3133.8499999999995,0.0019457224374706237,0
5.903015773922869,Debit,Online,1.0,5894.09,0.0010015143599642804,0
6.631224136507891,Debit,ATM,1.0,9532.42,0.0006956495975321266,0
3.0699116717282426,Debit,Branch,1.0,5327.03,0.000576289540649793,0
6.1661738708997955,Debit,ATM,1.0,2000.6,0.003082162286762328,0
3.576270509731282,Debit,ATM,1.0,6827.57,0.0005237984392295878,0
6.537473900208455,Debit,Branch,1.0,1633.7600000000002,0.004001489753822136,0
5.357434971031125,Debit,ATM,1.0,4069.17,0.001316591582811681,0
5.3582829477154705,Credit,Branch,1.0,7943.47,0.0006745519209759459,0
6.613934402570946,Credit,Online,1.0,8842.47,0.000747973632092639,0
4.134045929073653,Debit,Online,1.0,1882.77,0.0021957254094081896,0
5.126579603293727,Debit,Branch,1.0,12526.71,0.0004092518788487414,0
5.892914123378705,Debit,Online,1.0,4737.84,0.0012437976215696309,0
5.939776437949231,Debit,Branch,1.0,2300.53,0.002581916531384789,0
5.489392168336741,Debit,Branch,1.0,12385.05,0.00044322729164083304,0
4.889822673879507,Credit,Branch,1.0,4547.06,0.001075381163626262,0
3.0577676644734435,Debit,Online,1.0,2047.83,0.0014931745625720641,0
6.032798410600959,Debit,Branch,1.0,10008.33,0.0006027777272132671,0
3.9316295350670645,Debit,ATM,1.0,2299.64,0.0017096717464756897,0
7.108775913208576,Debit,Online,1.0,243.92000000000007,0.02914388288446799,1
4.621633912018757,Debit,Branch,1.0,14473.33,0.0003193207031152081,0
6.187319118184521,Debit,Online,1.0,1533.3199999999997,0.004035243209623879,0
5.775017275584651,Debit,Branch,1.0,7005.05,0.0008244077166592425,0
6.568499170984308,Debit,Branch,1.0,955.3999999999996,0.006875129967529236,0
2.582486978126864,Debit,ATM,1.0,7844.88,0.0003291939428170395,0
5.8634607065236155,Debit,ATM,1.0,221.5600000000004,0.026464437202099438,1
5.713237633426957,Debit,Online,1.0,6586.19,0.000867457154049016,0
3.4124669739203863,Debit,Online,1.0,3944.82,0.0008650501097437961,0
5.44979304317089,Debit,Branch,1.0,1127.98,0.004831462475545717,0
5.195342890920207,Debit,ATM,1.0,2626.63,0.0019779500313779363,0
3.6299253112702656,Debit,Branch,1.0,6459.38,0.0005619618773426713,0
4.935336870046028,Credit,Branch,1.0,1649.69,0.0029916753269056827,0
5.4563462307729464,Debit,ATM,1.0,6939.23,0.0007863042773869956,0
6.413688439031101,Debit,ATM,1.0,9033.87,0.0007099602317755722,0
6.081396654608589,Debit,Branch,1.0,14365.18,0.0004233428787253739,0
6.770135540449008,Debit,Branch,1.0,10115.18,0.0006693045047590196,0
5.8732439157205505,Debit,ATM,1.0,7358.65,0.0007981414954807949,0
3.162517091198816,Debit,Online,1.0,4438.03,0.0007125947979617314,0
5.210523865597368,Debit,Branch,1.0,1176.1,0.00443034084311958,0
4.850544786143623,Debit,Branch,1.0,5427.98,0.0008936187653865212,0
5.667014750463987,Debit,Online,1.0,3653.11,0.0015512850011257355,0
4.785573236959415,Debit,Branch,1.0,2104.82,0.0022736258858036037,0
6.481301440435488,Debit,ATM,1.0,1802.77,0.0035951904238654365,0
4.214347354616797,Debit,ATM,1.0,3559.96,0.0011838187380239142,0
4.600459106257972,Debit,Branch,1.0,3564.8,0.0012905237618538712,0
4.941285215961463,Debit,Online,1.0,6752.92,0.0007317257150922462,0
3.5522002551986827,Debit,Branch,1.0,1444.75,0.0024586954526362513,0
3.2072080200005186,Debit,Branch,1.0,10788.89,0.0002972695077992473,0
7.5126175446745105,Debit,Online,1.0,2235.7,0.003360297689614506,0
3.2980566227426418,Debit,ATM,1.0,12893.63,0.0002557896126026871,0
2.8942531046041373,Debit,Branch,1.0,2798.15,0.0010343452297421878,0
6.558041762269782,Debit,Online,1.0,3583.67,0.001829979256535326,0
7.149053040876389,Debit,ATM,1.0,2120.8,0.0033709227842667945,0
3.3160025355989236,Debit,ATM,1.0,3085.38,0.0010747468822633996,0
4.99991133073328,Debit,Branch,1.0,6797.71,0.0007355287781815557,0
5.3137477042033945,Debit,ATM,1.0,746.4700000000003,0.00711850135195825,0
5.734699577290923,Debit,Branch,1.0,5427.81,0.0010565402210633507,0
2.4997952622817508,Debit,ATM,1.0,7467.3,0.0003347656130437259,0
5.687483701686698,Debit,Online,1.0,6362.16,0.000893954836358376,0
3.420346200500916,Debit,Branch,1.0,8345.26,0.0004098549596418216,0
4.944851553550253,Debit,Online,1.0,1305.7600000000002,0.0037869528500999155,0
6.072191635923926,Debit,ATM,1.0,13648.36,0.0004449026576030732,0
4.8860542039388735,Debit,Online,1.0,1337.5,0.0036531246384562395,0
6.249434555574237,Debit,ATM,1.0,2015.69,0.0031003946815091293,0
4.810719868901253,Debit,Online,3.0,8354.54,0.0005758210348984715,0
5.928258471204189,Credit,Branch,1.0,1671.5100000000002,0.003546648522115119,0
5.1187719527008335,Debit,ATM,1.0,11822.53,0.0004329675587797536,0
6.4423809181200635,Debit,ATM,1.0,587.1099999999997,0.010973038984362539,1
6.148147731721922,Debit,Branch,1.0,5422.53,0.0011338153466593616,0
6.671830393303194,Debit,Online,1.0,1913.73,0.0034862966005129816,0
6.773823806336274,Credit,Online,1.0,12139.83,0.0005579834154461568,0
6.2658333904976375,Debit,ATM,1.0,4693.6,0.0013349738773002179,0
4.711060561245524,Debit,ATM,1.0,464.1999999999998,0.01014877329003743,0
6.451559875867261,Debit,ATM,1.0,4363.74,0.0014784473584278125,0
4.831109824604303,Debit,ATM,1.0,3319.76,0.0014552587610558733,0
3.803323588504805,Debit,ATM,1.0,4356.98,0.0008729265657643442,0
5.651822291280947,Debit,Branch,1.0,1519.35,0.003719894883520734,0
5.133029902309862,Debit,ATM,1.0,5962.58,0.0008608739676967017,0
5.3917621712579,Credit,Branch,1.0,6699.23,0.0008048331183221199,0
4.896645056678569,Debit,ATM,1.0,822.7299999999996,0.00595170354389972,0
